,name,hours,menu,tag,location,number
0,"
청진옥
",오전 6시 - 오후 10시                    ,"{'해장국(보통)': '11,000원', '해장국(특)': '13,000원', '모듬수육': '35,000원', '안주전골': '28,000원', '모듬전': '20,000원', '빈대떡': '18,000원'}","{'점심식사': 41, '저녁식사': 40, '혼밥': 23, '술모임': 17, '아침식사': 14, '식사모임': 14, '혼술': 12, '실버푸드': 6, '가족외식': 6, '남자끼리': 4, '회식': 3, '접대': 3, '아이동반': 3, '해장': 2, '모임': 1, '다이어트식단': 1, '포장': 1, '데이트': 1, '여자끼리': 1, '서민적인': 38, '시끌벅적한': 20, '푸짐한': 14, '캐주얼한': 13, '깔끔한': 6, '지역주민이찾는': 5, '오래된집': 4, '가성비좋은': 4, '토속적인': 3, '중년이상이많은': 3, '지역주민이 찾는': 3, '조용한': 2, '숨은맛집': 2, '격식있는': 1, '빈티지': 1, '허름한': 1, '노포': 1, '수요미식회': 1, '무료주차': 14, '24시간영업': 9, '좌식': 1, '주차불가': 1, '대형룸': 1, '주차는 문의': 1, '발렛주차': 1}",서울특별시 종로구 청진동 183-1,02-735-1690
1,"
계림
",오전 11시 30분 - 오후 9시 40분                    ,"{'닭도리탕(소)': '26,000원', '닭도리탕(중)': '38,000원', '닭도리탕(대)': '50,000원'}","{'저녁식사': 35, '술모임': 19, '점심식사': 17, '식사모임': 13, '가족외식': 10, '회식': 9, '데이트': 8, '기념일': 2, '서민적인': 34, '시끌벅적한': 19, '푸짐한': 11, '숨은맛집': 9, '캐주얼한': 5, '가성비좋은': 4, '지역주민이찾는': 3, '줄서서먹는': 1, '깔끔한': 1, '무료주차': 3, '주차불가': 1, '포장가능': 1, '야외좌석': 1}",서울특별시 종로구 종로3가 167,02-2263-6658
2,"
서촌계단집
",오후 2시 - 오후 10시                    ,"{'참소라': '29,000원', '돌문어': '29,000원', '갑오징어': '29,000원', '참꼬막': '35,000원', '순천꼬막': '25,000원', '비단가리비': '35,000원', '오징어통찜': '29,000원', '딱새우찜': '29,000원', '알꽃게찜': '59,000원', '거북손': '15,000원', '돌멍게': '29,000원', '성게알': '39,000원', '해삼': '29,000원', '홍해삼': '39,000원', '꼴뚜기': '29,000원', '홍새우회': '29,000원', '산낙지': '25,000원', '미더덕회': '25,000원', '병어회': '49,000원', '산새우': '35,000원', '전어회': '29,000원', '왕꼬막': '25,000원', '산낙지탕탕이': '25,000원', '여수해삼': '29,000원', '여수꼴두기': '29,000원', '맛조개': '35,000원', '백골뱅이': '35,000원', '남해참소라': '29,000원', '울진돌문어숙회': '29,000원', '동해바다가리비': '29,000원', '학꽁치회': '35,000원', '갈치회': '35,000원', '동해바다 가리비': '29,000원'}","{'술모임': 31, '저녁식사': 17, '데이트': 9, '회식': 8, '식사모임': 4, '소라': 1, '모임': 1, '해물라면': 1, '실버푸드': 1, '시끌벅적한': 30, '서민적인': 22, '지역주민이찾는': 5, '푸짐한': 4, '캐주얼한': 3, '숨은맛집': 3, '허름한': 2, '가성비좋은': 1, '오래된집': 1, '지역주민이 찾는': 1, '아담한': 1, '불친절!!!': 1, '깔끔한': 1, '이국적/이색적': 1, '현장대기필요': 3, '주차불가': 1}",서울특별시 종로구 내자동 11-1,02-737-8412
3,"
계열사
",정오 12시 - 오후 10시 40분                    ,"{'후라이드치킨': '22,000원', '닭도리탕': '35,000원', '구룡포과매기': '40,000원', '생굴': '20,000원', '부산에서 온 오뎅탕': '20,000원', '꽁치김치찌개': '20,000원', '매운번데기탕': '12,000원', '한치': '18,000원'}","{'저녁식사': 25, '술모임': 17, '데이트': 13, '점심식사': 12, '식사모임': 10, '회식': 6, '가족외식': 6, '간식': 5, '아이동반': 4, '실버푸드': 1, '모임': 1, '배달': 1, '기념일': 1, '야식': 1, '서민적인': 16, '시끌벅적한': 12, '캐주얼한': 12, '깔끔한': 6, '지역주민이찾는': 6, '지역주민이 찾는': 5, '숨은맛집': 3, '푸짐한': 3, '복고풍': 1, '허름한': 1, '오래된집': 1, '경관/야경이좋은': 1, '빈티지': 1, '아담한': 1, '주차불가': 5, '포장가능': 1, '대형룸': 1}",서울특별시 종로구 부암동 258-3,02-391-3566
4,"
영춘옥
",24시간 영업                    ,"{'꼬리곰탕': '25,000원', '곰탕': '10,000원', '해장국': '9,000원', '편육': '25,000원', '꼬리찜': '50,000원', '뼈다귀': '42,000원'}","{'저녁식사': 21, '점심식사': 21, '혼밥': 17, '술모임': 14, '식사모임': 12, '가족외식': 8, '회식': 8, '아침식사': 7, '혼술': 6, '데이트': 3, '실버푸드': 2, '접대': 2, '아이동반': 2, '남자끼리': 2, '국물': 1, '모임': 1, '배달': 1, '여자끼리': 1, '야식': 1, '서민적인': 24, '시끌벅적한': 16, '숨은맛집': 8, '지역주민이 찾는': 8, '가성비좋은': 6, '지역주민이찾는': 5, '푸짐한': 4, '캐주얼한': 4, '깔끔한': 3, '중년이상이많은': 3, '오래된집': 3, '조용한': 2, '토속적인': 2, '허름한': 1, '규모가큰': 1, '젊은사람이많은': 1, '노포의': 1, '아주 오래된': 1, '24시간영업': 8, '주차불가': 3, '주차는 알아서': 1, '포장가능': 1, '현장대기필요': 1}",서울특별시 종로구 돈의동 131,02-765-4237
5,"
나누미 떡볶이
",24시간 영업                    ,"{'쌀떡볶이': '4,000원', '김밥': '4,000원', '찹쌀순대': '4,000원', '부산어묵 1개': '1,000원'}","{'간식': 20, '저녁식사': 15, '점심식사': 14, '혼밥': 12, '데이트': 3, '가족외식': 2, '식사모임': 2, '새벽': 1, '야식': 1, '배달심부름': 1, '아이동반': 1, '디저트': 1, '서민적인': 26, '지역주민이찾는': 12, '캐주얼한': 11, '시끌벅적한': 9, '숨은맛집': 6, '가성비좋은': 6, '지역주민이 찾는': 5, '푸짐한': 2, '아담한': 1, '허름한': 1, '24시간영업': 7, '주차불가': 3}",서울특별시 종로구 명륜2가 225,02-747-0881
6,"
황소고집
",오전 10시 30분 - 오후 9시                    ,"{'고추장불고기백반': '7,000원', '돼지고기두루치기': '20,000원', '고추장불고기': '7,000원', '볶음밥': '2,000원', '고기추가': '6,000원'}","{'점심식사': 28, '저녁식사': 18, '식사모임': 7, '술모임': 5, '혼밥': 4, '데이트': 3, '가족외식': 2, '실버푸드': 1, '계모임': 1, '회식': 1, '여자끼리': 1, '다이어트식단': 1, '아침식사': 1, '남자끼리': 1, '서민적인': 27, '가성비좋은': 15, '시끌벅적한': 10, '숨은맛집': 5, '푸짐한': 4, '지역주민이 찾는': 4, '지역주민이찾는': 3, '캐주얼한': 2, '허름한': 1, '오래된집': 1, '깔끔한': 1, '주차불가': 5}",서울특별시 종로구 관철동 11-11,02-722-5747
7,"
유진식당
",오전 11시 30분 - 오후 9시                    ,"{'설렁탕': '6,000원', '돼지머리국밥': '6,000원', '물냉면': '10,000원', '비빔냉면': '10,000원', '회냉면': '14,000원', '녹두지짐': '9,000원', '홍어무침': '15,000원', '돼지수육': '9,000원', '돼지술국': '13,000원', '소수육': '15,000원', '소술국': '15,000원'}","{'점심식사': 24, '혼밥': 20, '저녁식사': 19, '술모임': 10, '데이트': 8, '혼술': 7, '식사모임': 5, '가족외식': 4, '실버푸드': 3, '낮술': 1, '다이어트식단': 1, '아침식사': 1, '간식': 1, '서민적인': 26, '가성비좋은': 13, '시끌벅적한': 13, '지역주민이 찾는': 8, '숨은맛집': 6, '지역주민이찾는': 5, '캐주얼한': 3, '오래된집': 2, '아담한': 2, '허름한': 2, '푸짐한': 1, '중년이상이많은': 1, '이국적/이색적': 1, '주차불가': 4, '야외좌석': 2, '노포': 1, '유료주차장이용': 1}",서울특별시 종로구 낙원동 221,02-764-2835
8,"
삼해집 종로점
",오전 10시 30분 - 오전 2시                    ,"{'굴보쌈 대': '42,000원', '고기보쌈 대': '42,000원', '한방족발 대': '42,000원', '아구찜 대': '48,000원', '낙지볶음 대': '40,000원', '감자탕-대-': '35,000원', '낙지전골-중-': '40,000원', '굴보쌈 중': '35,000원', '굴보쌈 소': '27,000원', '한방족발 중': '35,000원', '감자탕 중': '30,000원', '감자탕 소': '25,000원', '닭도리탕 대': '35,000원', '닭도리탕 중': '30,000원', '닭도리탕 소': '25,000원', '아구찜 소': '38,000원', '낙지전골 소': '35,000원', '낙지볶음 소': '30,000원', '모듬(족발+보쌈)': '45,000원', '고기보쌈 중': '35,000원', '고기보쌈 소': '27,000원', '낙지볶음 중': '35,000원', '낙지전골 대': '45,000원'}","{'저녁식사': 23, '술모임': 18, '식사모임': 10, '회식': 9, '데이트': 6, '점심식사': 3, '남자끼리': 2, '가족외식': 2, '실버푸드': 1, '여자끼리': 1, '모임': 1, '서민적인': 22, '시끌벅적한': 21, '가성비좋은': 13, '푸짐한': 8, '숨은맛집': 4, '지역주민이찾는': 3, '캐주얼한': 2, '중년이상이많은': 2, '오래된집': 2, '젊은사람이많은': 1, '지역주민이 찾는': 1, '허름한': 1, '토속적인': 1, '아재감성': 1, '주차불가': 2, '좌식': 1, '새벽까지 영업': 1, '예약필요': 1}",서울특별시 종로구 관수동 42,02-2273-0266
9,"
이문설렁탕
",오전 8시 - 오후 9시                    ,"{'설농탕': '12,000원', '설농탕 (특)': '15,000원', '도가니탕': '15,000원', '도가니탕 (특)': '18,000원', '머리탕': '13,000원', '머리탕 (특)': '16,000원', '수육': '40,000원', '도가니안주': '40,000원', '소머리안주': '40,000원', '혀밑': '40,000원', '마나': '15,000원', '수육무침': '27,000원'}","{'점심식사': 23, '저녁식사': 16, '혼밥': 15, '아침식사': 9, '가족외식': 5, '술모임': 4, '식사모임': 4, '혼술': 3, '데이트': 3, '실버푸드': 3, '남자끼리': 2, '아이동반': 1, '여자끼리': 1, '서민적인': 15, '시끌벅적한': 8, '푸짐한': 3, '오래된집': 2, '깔끔한': 2, '캐주얼한': 2, '숨은맛집': 2, '중년이상이많은': 2, '규모가큰': 2, '가성비좋은': 2, '경관/야경이 좋은': 1, '지역주민이찾는': 1, '노포': 1, '조용한': 1, '허름한': 1, '지역주민이 찾는': 1, '전통있는': 1, '무료주차': 3, '대형룸': 2, '개별룸': 2, '주차장없음': 1, '좌식': 1, '유료주차': 1}",서울특별시 종로구 견지동 88,02-733-6526
10,"
대련집
",오전 11시 - 오후 10시                    ,"{'사골칼국수': '8,000원', '생배추보쌈(소)': '18,000원', '생배추보쌈(대)': '29,000원', '파전': '12,000원', '북어찜': '17,000원', '홍어찜': '32,000원', '낙지볶음': '23,000원', '육회': '23,000원', '모듬전': '15,000원', '두부김치': '18,000원', '북어탕': '12,000원', '조개탕': '12,000원', '생배추추가': '2,000원'}","{'저녁식사': 23, '점심식사': 22, '식사모임': 15, '술모임': 12, '회식': 8, '데이트': 6, '가족외식': 4, '혼밥': 3, '남자끼리': 1, '혼술': 1, '접대': 1, '아침식사': 1, '서민적인': 26, '시끌벅적한': 19, '숨은맛집': 6, '지역주민이찾는': 5, '가성비좋은': 5, '캐주얼한': 4, '푸짐한': 4, '깔끔한': 2, '지역주민이 찾는': 1, '오래된집': 1, '토속적인': 1, '주차불가': 8, '개별룸': 6, '대형룸': 5, '무료주차': 1}",서울특별시 종로구 관수동 163,02-2265-5349
11,"
혜화 칼국수
",오전 11시 - 오후 10시                    ,"{'국시': '11,000원', '수육 대': '33,000원', '수육 소': '18,000원', '문어 대': '33,000원', '문어 소': '18,000원', '생선튀김 대': '33,000원', '생선튀김 소': '18,000원', '바싹불고기 대': '33,000원', '바싹불고기 소': '18,000원', '녹두빈대떡': '12,000원', '사리': '5,000원'}","{'점심식사': 19, '저녁식사': 16, '가족외식': 12, '식사모임': 8, '혼밥': 7, '데이트': 5, '실버푸드': 3, '회식': 2, '술모임': 2, '접대': 2, '대학로맛집': 1, '간식': 1, '모임': 1, '혜화맛집': 1, '남자끼리': 1, '아이동반': 1, '아침식사': 1, '서민적인': 17, '시끌벅적한': 9, '지역주민이 찾는': 8, '지역주민이찾는': 5, '캐주얼한': 4, '가성비좋은': 4, '푸짐한': 4, '숨은맛집': 3, '이국적/이색적': 2, '토속적인': 2, '허름한': 2, '오래된집': 2, '중년이상이많은': 1, '조용한': 1, '아담한': 1, '무료주차': 8, '발렛주차': 2, '좌식': 1, '개별룸': 1}",서울특별시 종로구 혜화동 84-3,02-743-8212
12,"
광화문집
",오전 9시 - 오후 10시                    ,"{'돼지김치찌개': '8,000원', '제육볶음': '10,000원', '계란말이': '5,000원', '생두부': '2,000원', '공기밥': '1,000원'}","{'점심식사': 13, '저녁식사': 9, '술모임': 2, '남자끼리': 2, '야식': 1, '간식': 1, '패스': 1, '혼술': 1, '시끌벅적한': 9, '서민적인': 8, '허름한': 5, '가성비좋은': 5, '오래된집': 2, '아담한': 1, '지역주민이 찾는': 1, '푸짐한': 1, '지저분': 1, '숨은맛집': 1, '현장대기필요': 3, '주차불가': 1, '좌식': 1}",서울특별시 종로구 당주동 43,02-739-7737
13,"
찬양집
",오전 10시 - 오후 9시                    ,"{'해물칼국수': '7,500원', '고기만두': '8,000원', '김치만두': '8,000원', '손만두': '8,000원', '반반만두': '8,000원'}","{'점심식사': 19, '혼밥': 13, '저녁식사': 12, '식사모임': 8, '데이트': 5, '회식': 1, '여자끼리': 1, '남자끼리': 1, '가족외식': 1, '모임': 1, '혼술': 1, '해장': 1, '접대': 1, '간식': 1, '서민적인': 20, '가성비좋은': 12, '푸짐한': 10, '시끌벅적한': 9, '숨은맛집': 9, '지역주민이 찾는': 5, '캐주얼한': 4, '토속적인': 2, '아담한': 2, '오래된집': 1, '중년이상이많은': 1, '허름한': 1, '빈티지': 1, '주차불가': 2, '현장대기필요': 1}",서울특별시 종로구 돈의동 27,02-743-1384
14,"
백부장집 닭한마리
",오전 11시 - 오후 10시                    ,"{'닭한마리 (2인분)': '24,000원', '닭도리탕 (대)': '50,000원', '닭도리탕 (중)': '40,000원', '감자사리': '2,000원', '떡사리': '2,000원', '파사리': '2,000원'}","{'점심식사': 18, '저녁식사': 16, '술모임': 8, '가족외식': 8, '회식': 8, '식사모임': 8, '데이트': 5, '실버푸드': 2, '모임': 1, '아이동반': 1, '혼밥': 1, '서민적인': 18, '시끌벅적한': 11, '숨은맛집': 7, '캐주얼한': 4, '푸짐한': 3, '지역주민이 찾는': 2, '토속적인': 1, '가성비좋은': 1, '깔끔한': 1, '지역주민이찾는': 1, '주차불가': 2, '무료주차': 1, '대형룸': 1}",서울특별시 종로구 공평동 129,02-732-2565
15,"
대성집
",오전 10시 - 오후 8시                    ,"{'도가니탕': '13,000원', '도가니탕 특': '17,000원', '수육': '30,000원', '소주': '4,000원', '해장국': '7,000원'}","{'점심식사': 14, '저녁식사': 12, '혼밥': 6, '아침식사': 4, '술모임': 3, '식사모임': 3, '가족외식': 3, '데이트': 1, '혼술': 1, '해장': 1, '서민적인': 13, '시끌벅적한': 6, '푸짐한': 3, '지역주민이찾는': 3, '캐주얼한': 3, '가성비좋은': 3, '지역주민이 찾는': 1, '숨은맛집': 1, '무료주차': 5, '주차불가': 1}",서울특별시 종로구 행촌동 209-35,02-735-4259
16,"
공평동 꼼장어
",오후 3시 30분 - 자정 12시                    ,"{'꼼장어': '13,000원', '쭈꾸미': '13,000원', '갈매기살': '13,000원', '김치칼국수': '6,000원', '껍데기': '11,000원', '닭똥집': '13,000원', '불막창': '13,000원'}","{'술모임': 12, '저녁식사': 12, '데이트': 5, '회식': 4, '남자끼리': 2, '식사모임': 2, '다이어트식단': 1, '점심식사': 1, '연인': 1, '여자끼리': 1, '친구': 1, '서민적인': 14, '시끌벅적한': 12, '캐주얼한': 7, '가성비좋은': 5, '허름한': 2, '지역주민이 찾는': 2, '숨은맛집': 1, '지역주민이찾는': 1, '노포': 1, '푸짐한': 1, '무료주차': 1, '현장대기필요': 1, '야외좌석': 1}",서울시 종로구 공평동 120-2,02-738-1769
17,"
조금
",오전 10시 30분 - 오후 8시 40분                    ,"{'전복솥밥': '29,000원', '양송이솥밥': '17,000원', '숯불꼬치구이': '3000~17000', '조금솥밥': '17,000원'}","{'점심식사': 16, '저녁식사': 12, '식사모임': 10, '데이트': 8, '가족외식': 7, '혼밥': 5, '접대': 4, '회식': 2, '기념일': 2, '차모임': 2, '실버푸드': 2, '술모임': 2, '아침식사': 1, '아이동반': 1, '여자끼리': 1, '조용한': 9, '숨은맛집': 8, '깔끔한': 7, '이국적/이색적': 5, '격식있는': 5, '고급스러운': 4, '푸짐한': 2, '서민적인': 2, '오래된집': 1, '지역주민이찾는': 1, '지역주민이 찾는': 1, '복고풍': 1, '좌식': 2, '개별룸': 1, '주차불가': 1, '대형룸': 1}",서울시 종로구 관훈동 118-36,02-734-0783
18,"
화목순대국전문
",오전 6시 - 오전 2시                    ,"{'순대국': '9,000원', '순순대탕': '9,000원', '내장탕': '9,000원', '모듬': '30,000원', '술국': '20,000원', '머리고기': '25,000원', '내장접시': '25,000원', '순대(대)': '24,000원'}","{'점심식사': 16, '저녁식사': 13, '혼밥': 10, '술모임': 8, '아침식사': 6, '혼술': 4, '식사모임': 2, '남자끼리': 1, '회식': 1, '서민적인': 15, '시끌벅적한': 9, '가성비좋은': 7, '지역주민이찾는': 4, '캐주얼한': 4, '지역주민이 찾는': 1, '토속적인': 1, '허름한': 1, '오래된집': 1, '중년이상이많은': 1, '주차불가': 3, '24시간영업': 2}",서울특별시 종로구 당주동 40,02-723-8313
19,"
일미식당
",오전 11시 - 오후 8시                    ,"{'청국장찌개 백반 1인': '9,000원', '오징어볶음 백반 2인': '20,000원', '제육볶음 백반 2인': '19,000원', '낙지볶음 백반 2인': '30,000원', '동태조림 (예약)': '30,000원', '두부조림': '8,000원', '더덕구이': '12,000원', '해물부추전': '12,000원'}","{'점심식사': 17, '저녁식사': 8, '식사모임': 7, '혼밥': 6, '데이트': 4, '아침식사': 3, '가족외식': 2, '간식': 1, '실버푸드': 1, '서민적인': 15, '숨은맛집': 8, '가성비좋은': 5, '지역주민이 찾는': 5, '지역주민이찾는': 4, '푸짐한': 4, '깔끔한': 3, '조용한': 3, '시끌벅적한': 2, '예쁜': 1, '아담한': 1, '캐주얼한': 1, '주차불가': 1}",서울특별시 종로구 낙원동 288,02-766-6588
20,"
영화루
",오전 11시 - 오후 9시                    ,"{'자장면': '7,000원', '짬뽕': '8,000원', '우동': '8,000원', '고추간짜장': '10,000원', '간짜장': '8,000원', '쟁반짜장': '10,000원', '삼선짜장': '11,000원', '삼선울면': '11,000원'}","{'저녁식사': 15, '점심식사': 14, '가족외식': 8, '식사모임': 8, '데이트': 6, '술모임': 4, '회식': 2, '아이동반': 2, '아침식사': 1, '짜장면': 1, '혼술': 1, '중국집': 1, '탕수육': 1, '서민적인': 9, '지역주민이찾는': 7, '캐주얼한': 7, '푸짐한': 5, '시끌벅적한': 4, '숨은맛집': 2, '이국적/이색적': 1, '조용한': 1, '가성비좋은': 1, '주차불가': 2, '무료주차': 1}",서울특별시 종로구 누하동 25-1,02-738-1218
21,"
뚝배기집
",오전 7시 - 오후 9시 30분                    ,"{'우렁된장': '7,000원', '된장찌개': '6,000원', '순두부찌개': '6,000원', '김치찌개': '7,000원'}","{'점심식사': 10, '저녁식사': 10, '혼밥': 5, '식사모임': 2, '아침식사': 2, '데이트': 2, '혼카페': 1, '실버푸드': 1, '서민적인': 13, '가성비좋은': 8, '숨은맛집': 3, '지역주민이찾는': 3, '시끌벅적한': 3, '푸짐한': 2, '지역주민이 찾는': 2, '캐주얼한': 1, '토속적인': 1, '아담한': 1, '허름한': 1, '오래된집': 1}",서울시 종로구 관철동 5-1,02-2265-5744
22,"
은성횟집
",오전 10시 - 오후 10시                    ,"{'대구매운탕(2인분)': '26,000원', '공기밥': '1,000원', '맥주': '4,000원', '소주': '4,000원', '청하': '5,000원', '연어, 소라': '20,000원', '낙지': '15,000원', '석화': '15,000원'}","{'저녁식사': 13, '술모임': 9, '점심식사': 6, '가족외식': 2, '식사모임': 2, '데이트': 1, '서민적인': 9, '시끌벅적한': 8, '푸짐한': 4, '캐주얼한': 3, '가성비좋은': 3, '숨은맛집': 2, '지역주민이찾는': 2, '이국적/이색적': 1, '지역주민이 찾는': 1, '조용한': 1, '주차불가': 3, '포장': 1, '포장가능': 1}",서울시 종로구 예지동 3-2,02-2267-6813
23,"
백제정육점
",오전 10시 - 오후 10시                    ,"{'육회(500g)': '39,000원', '등심(500g)': '53,000원', '모듬(500g)': '50,000원', '육회비빔밥': '12,000원', '차돌박이(500g)': '47,000원', '특수부위(500g)': '65,000원', '세트메뉴': '72,000원', '특 육회비빔밥': '15,000원', '설렁탕': '7,000원', '육개장': '7,000원', '육사시미(400g)': '41,000원', '간천엽': '10,000원', '된장찌개': '7,000원', '물/비빔냉면': '8,000원', '육회 (250g)': '23,000원', '특수부위 (250g)': '36,000원', '등심 (250g)': '30,000원', '모둠 (250g)': '28,000원', '차돌박이 (250g)': '27,000원', '육사시미 (200g)': '24,000원', '차돌반+육회반': '52,000원', '등심반+육회반': '55,000원'}","{'저녁식사': 9, '술모임': 9, '점심식사': 7, '회식': 6, '식사모임': 5, '가족외식': 3, '혼밥': 1, '데이트': 1, '서민적인': 9, '시끌벅적한': 8, '가성비좋은': 6, '푸짐한': 6, '숨은맛집': 3, '지역주민이찾는': 1}",서울시 종로구 효제동 155,02-762-7491
24,"
할매집
",정오 12시 - 오후 9시                    ,"{'족발 (2人)': '33,000원', '감자탕(2人), 小': '27,000원', '감자탕(3人), 大': '33,000원'}","{'저녁식사': 9, '점심식사': 6, '식사모임': 5, '술모임': 4, '가족외식': 2, '데이트': 2, '기념일': 1, '회식': 1, '혼밥': 1, '서민적인': 8, '시끌벅적한': 4, '지역주민이찾는': 3, '캐주얼한': 3, '푸짐한': 2, '오래된집': 1, '지역주민이 찾는': 1, '숨은맛집': 1, '가성비좋은': 1, '주차불가': 2}",서울특별시 종로구 내자동 108,02-735-2608
25,"
호반
",오전 11시 40분 - 오후 10시                    ,"{'순대국': '9,000원', '육개장': '9,000원', '대구탕': '9,000원', '우거지탕': '8,000원', '콩비지': '8,000원', '순대 중': '25,000원', '병어찜 중': '48,000원', '우설': '33,000원', '편육': '33,000원', '서산강굴': '35,000원', '모듬전': '25,000원', '낙지볶음': '35,000원', '도가니무침': '30,000원', '순대 - 대': '33,000원', '병어찜 - 대': '68,000원', '오징어튀김': '28,000원', '제육볶음': '28,000원', '조개탕': '28,000원', '간재미무침': '28,000원', '더덕구이': '25,000원', '꼬막무침': '28,000원'}","{'저녁식사': 9, '식사모임': 8, '술모임': 8, '점심식사': 7, '회식': 3, '접대': 3, '가족외식': 3, '데이트': 3, '혼밥': 3, '혼술': 2, '아침식사': 1, '서민적인': 10, '숨은맛집': 4, '시끌벅적한': 4, '푸짐한': 4, '가성비좋은': 4, '지역주민이 찾는': 2, '캐주얼한': 2, '깔끔한': 1, '이국적/이색적': 1, '조용한': 1, '지역주민이찾는': 1, '주차불가': 2, '개별룸': 2, '콜키지무료': 1, '대형룸': 1}",서울특별시 종로구 낙원동 85-7,02-745-6618
26,"
원조원할매닭한마리
",오전 10시 30분 - 자정 12시                    ,"{'닭한마리': '25,000원', '칼국수사리': '2,000원', '떡사리': '1,000원', '감자사리': '2,000원', '버섯사리': '2,000원', '닭한마리A세트(2인)': '29,000원'}","{'술모임': 9, '저녁식사': 8, '점심식사': 6, '회식': 3, '가족외식': 3, '식사모임': 2, '시끌벅적한': 9, '서민적인': 7, '푸짐한': 2, '가성비좋은': 2, '캐주얼한': 1, '지역주민이 찾는': 1, '숨은맛집': 1, '지역주민이찾는': 1}",서울시 종로구 종로5가 282-21,02-2279-2078
27,"
오목집 광화문점
",오전 11시 - 오후 11시                    ,"{'족발 中': '39,000원', '족발 大': '46,000원', '냉채족발': '43,000원', '매운족발': '43,000원', '골뱅이무침': '17,000원', '두부김치': '16,000원', '오목집계란말이': '17,000원', '쟁반막국수': '16,000원', '부추전': '17,000원', '꽃게탕 추가': '15,000원', '버섯칼국수': '7,000원', '막국수(물/비빔)': '8,000원', '누룽지': '5,000원', '주먹밥': '4,000원', '[점심특선메뉴] 갈비곰탕': '9,000원', '[점심특선메뉴] 만두국': '8,000원', '[점심특선메뉴] 막국수(물/비빔)': '8,000원', '[점심특선메뉴] 만두': '6,000원', '매운족발 소': '24,000원'}","{'저녁식사': 9, '술모임': 8, '식사모임': 7, '점심식사': 7, '회식': 5, '가족외식': 4, '데이트': 2, '배달': 2, '기념일': 2, '아이동반': 1, '접대': 1, '시끌벅적한': 7, '캐주얼한': 6, '깔끔한': 5, '서민적인': 4, '가성비좋은': 3, '이국적/이색적': 3, '푸짐한': 2, '지역주민이찾는': 2, '예쁜': 1, '주차불가': 2, '포장가능': 1, '개별룸': 1}",서울특별시 종로구 공평동 125-1,02-733-2019
28,"
고기튀김
",오전 10시 - 오후 7시                    ,"{'고기튀김': '4,000원', '오징어튀김': '4,000원', '고추튀김': '4,000원', '비빔국수': '4,000원', '멸치국수': '4,000원', '라면': '4,000원'}","{'간식': 10, '데이트': 6, '점심식사': 4, '혼술': 3, '술모임': 2, '저녁식사': 2, '혼밥': 1, '서민적인': 10, '시끌벅적한': 6, '숨은맛집': 4, '가성비좋은': 4, '지역주민이 찾는': 2, '지역주민이찾는': 1, '푸짐한': 1, '쓰레기': 1, '주차불가': 3, '야외좌석': 1}",서울특별시 종로구 창신동 401-33,
29,"
마산해물아구찜 통나무식당
",오전 10시 - 오후 10시                    ,"{'아구찜': '45,000원'}","{'저녁식사': 9, '술모임': 6, '식사모임': 4, '가족외식': 2, '모임': 1, '점심식사': 1, '데이트': 1, '서민적인': 6, '시끌벅적한': 3, '지역주민이 찾는': 1, '허름한': 1, '캐주얼한': 1, '숨은맛집': 1, '주차불가': 1, '무료주차': 1}",서울특별시 종로구 낙원동 45-3,02-763-7494
30,"
북촌손만두 본점
",오전 11시 - 오후 8시                    ,"{'튀김만두': '5,000원', '명물찐만두': '5,000원', '새끼만두': '5,000원', '새우만두': '5,000원', '갈비만두': '5,500원', '굴림만두': '5,500원', '생선만두': '5,500원', '모둠만두': '10,000원', '큰모둠만두': '15,000원', '북촌얼큰만둣국': '8,000원', '열무냉면': '8,000원', '북촌피냉면': '7,500원', '북촌만둣국': '7,500원', '북촌냉만둣국': '7,500원', '멸치칼국수': '7,000원', '북촌국시': '7,000원', '북촌비빔국시': '7,000원', '열무국시': '7,000원', '떡갈비': '4,000원', '떡갈비+피냉면': '11,500원', '떡갈비+만둣국': '11,500원'}","{'점심식사': 8, '혼밥': 5, '저녁식사': 5, '간식': 3, '데이트': 1, '아이동반': 1, '가족외식': 1, '서민적인': 7, '시끌벅적한': 2, '가성비좋은': 2, '지역주민이 찾는': 1, '캐주얼한': 1, '무료주차': 1}",서울특별시 종로구 관훈동 42-2,02-732-1238
31,"
송정식당
",오전 8시 - 오후 9시                    ,"{'불꼬지 백반 1인': '8,000원', '오징어볶음': '8,000원', '김치오뎅볶음': '6,000원', '우렁된장찌개': '6,000원', '김치찌개': '6,000원', '삼치구이': '8,000원', '고등어구이': '8,000원'}","{'점심식사': 8, '저녁식사': 6, '혼밥': 4, '술모임': 2, '혼술': 2, '데이트': 2, '식사모임': 1, '아침식사': 1, '서민적인': 8, '가성비좋은': 4, '시끌벅적한': 3, '지역주민이 찾는': 2, '푸짐한': 2, '조용한': 2, '지역주민이찾는': 1, '숨은맛집': 1, '아담한': 1, '주차불가': 1, '무료주차': 1}",서울특별시 종로구 종로5가 443,02-2267-2817
